Date_Time,altimeter_set_1,air_temp_set_1,relative_humidity_set_1,sea_level_pressure_set_1,sea_level_pressure_set_1d
02/23/2022 00:55 AKST,102099.57,-3,79.74,,102200.03
02/23/2022 01:00 AKST,102099.57,-3,79.74,,102200.03
02/23/2022 01:05 AKST,102099.57,-3,79.74,,102200.03
02/23/2022 01:10 AKST,102065.7,-3,79.74,,102166.14
02/23/2022 01:15 AKST,102065.7,-3,79.74,,102166.14
02/23/2022 01:20 AKST,102065.7,-3,79.74,,102166.14
02/23/2022 01:25 AKST,102065.7,-3,79.74,,102166.14
02/23/2022 01:30 AKST,102065.7,-3,79.74,,102166.14
02/23/2022 01:35 AKST,102065.7,-3,79.74,,102166.14
02/23/2022 01:40 AKST,102099.57,-3,79.74,,102200.03
02/23/2022 01:45 AKST,102099.57,-3,79.74,,102200.03
02/23/2022 01:50 AKST,102099.57,-3,79.74,,102200.03
02/23/2022 01:53 AKST,102099.57,-3.3,79.74,102190,102201.92
02/23/2022 01:55 AKST,102099.57,-3,86.04,,102200.03
02/23/2022 02:00 AKST,102099.57,-3,79.74,,102200.03
02/23/2022 02:05 AKST,102099.57,-4,85.93,,102206.35
02/23/2022 02:10 AKST,102099.57,-3,79.74,,102200.03
02/23/2022 02:15 AKST,102099.57,-4,85.93,,102206.35
02/23/2022 02:20 AKST,102099.57,-4,85.93,,102206.35
02/23/2022 02:25 AKST,102099.57,-4,79.58,,102206.35
02/23/2022 02:30 AKST,102099.57,-4,79.58,,102206.35
02/23/2022 02:35 AKST,102099.57,-4,79.58,,102206.35
02/23/2022 02:40 AKST,102099.57,-4,79.58,,102206.35
02/23/2022 02:45 AKST,102099.57,-5,85.82,,102212.72
02/23/2022 02:50 AKST,102099.57,-6,85.71,,102219.13
02/23/2022 02:53 AKST,102065.7,-6.7,92.55,102180,102189.75
02/23/2022 02:55 AKST,102065.7,-7,92.55,,102191.7
02/23/2022 03:00 AKST,102065.7,-7,85.59,,102191.7
02/23/2022 03:05 AKST,102065.7,-7,85.59,,102191.7
02/23/2022 03:10 AKST,102065.7,-9,100,,102204.76
02/23/2022 03:12 AKST,102065.7,-8.3,87.49,,102200.17
02/23/2022 03:15 AKST,102065.7,-8,92.48,,102198.21
02/23/2022 03:20 AKST,102065.7,-9,100,,102204.76
02/23/2022 03:25 AKST,102065.7,-10,92.36,,102211.38
02/23/2022 03:30 AKST,102065.7,-10,85.24,,102211.38
02/23/2022 03:35 AKST,102065.7,-10,78.61,,102211.38
02/23/2022 03:40 AKST,102065.7,-9,85.36,,102204.77
02/23/2022 03:45 AKST,102065.7,-8,78.94,,102198.21
02/23/2022 03:50 AKST,102065.7,-10,92.36,,102211.38
02/23/2022 03:53 AKST,102065.7,-10,85.24,102190,102211.38
02/23/2022 03:55 AKST,102065.7,-10,85.24,,102211.38
02/23/2022 04:00 AKST,102065.7,-11,85.11,,102218.04
02/23/2022 04:05 AKST,102065.7,-10,78.61,,102211.38
02/23/2022 04:10 AKST,102065.7,-11,92.29,,102218.04
02/23/2022 04:15 AKST,102031.84,-12,92.22,,102190.83
02/23/2022 04:20 AKST,102031.84,-10,85.24,,102177.46
02/23/2022 04:25 AKST,101997.98,-13,92.16,,102163.67
02/23/2022 04:30 AKST,101997.98,-12,84.99,,102156.91
02/23/2022 04:35 AKST,101997.98,-13,84.87,,102163.67
02/23/2022 04:40 AKST,101964.11,-13,84.87,,102129.76
02/23/2022 04:45 AKST,101964.11,-13,84.87,,102129.76
02/23/2022 04:50 AKST,101964.11,-13,84.87,,102129.76
02/23/2022 04:53 AKST,101930.25,-13.3,84.87,102050,102097.87
02/23/2022 04:55 AKST,101930.25,-13,84.87,,102095.84
02/23/2022 05:00 AKST,101930.25,-13,84.87,,102095.84
02/23/2022 05:05 AKST,101896.38,-13,84.87,,102061.91
02/23/2022 05:10 AKST,101896.38,-13,84.87,,102061.91
02/23/2022 05:15 AKST,101896.38,-14,84.74,,102068.72
02/23/2022 05:20 AKST,101896.38,-13,78.1,,102061.92
02/23/2022 05:25 AKST,101896.38,-13,78.1,,102061.92
02/23/2022 05:30 AKST,101896.38,-14,84.74,,102068.72
02/23/2022 05:35 AKST,101896.38,-13,78.1,,102061.92
02/23/2022 05:36 AKST,101896.38,-13.3,82.74,,102063.95
02/23/2022 05:40 AKST,101930.25,-14,84.74,,102102.64
02/23/2022 05:45 AKST,101896.38,-14,84.74,,102068.72
02/23/2022 05:46 AKST,101896.38,-13.9,83.35,,102068.04
02/23/2022 05:50 AKST,101896.38,-14,77.92,,102068.72
02/23/2022 05:53 AKST,101896.38,-14.4,77.92,102000,102071.46
02/23/2022 05:55 AKST,101896.38,-14,84.74,,102068.72
02/23/2022 06:00 AKST,101896.38,-13,84.87,,102061.91
02/23/2022 06:05 AKST,101862.52,-12,84.99,,102021.24
02/23/2022 06:10 AKST,101896.38,-13,84.87,,102061.91
02/23/2022 06:15 AKST,101862.52,-14,84.74,,102034.79
02/23/2022 06:16 AKST,101862.52,-13.9,84.74,,102034.11
02/23/2022 06:20 AKST,101862.52,-14,84.74,,102034.79
02/23/2022 06:25 AKST,101862.52,-13,78.1,,102027.99
02/23/2022 06:30 AKST,101862.52,-14,84.74,,102034.79
02/23/2022 06:35 AKST,101862.52,-14,84.74,,102034.79
02/23/2022 06:40 AKST,101862.52,-13,78.1,,102027.99
02/23/2022 06:45 AKST,101862.52,-13,84.87,,102027.99
02/23/2022 06:50 AKST,101862.52,-14,84.74,,102034.79
02/23/2022 06:53 AKST,101862.52,-14.4,84.74,101990,102037.53
02/23/2022 06:55 AKST,101862.52,-14,77.92,,102034.8
02/23/2022 07:00 AKST,101862.52,-14,84.74,,102034.79
02/23/2022 07:05 AKST,101828.66,-14,77.92,,102000.88
02/23/2022 07:10 AKST,101828.66,-14,77.92,,102000.88
02/23/2022 07:15 AKST,101828.66,-17,91.88,,102021.6
02/23/2022 07:20 AKST,101828.66,-16,84.49,,102014.64
02/23/2022 07:25 AKST,101828.66,-17,84.36,,102021.6
02/23/2022 07:30 AKST,101828.66,-17,84.36,,102021.6
02/23/2022 07:35 AKST,101794.79,-17,84.36,,101987.67
02/23/2022 07:40 AKST,101828.66,-16,84.49,,102014.64
02/23/2022 07:45 AKST,101828.66,-17,91.88,,102021.6
02/23/2022 07:49 AKST,101828.66,-17,84.36,,102021.6
02/23/2022 07:50 AKST,101828.66,-17,84.36,,102021.6
02/23/2022 07:53 AKST,101794.79,-17.2,84.36,101930,101989.07
02/23/2022 07:55 AKST,101794.79,-17,84.36,,101987.67
02/23/2022 08:00 AKST,101794.79,-17,84.36,,101987.67
02/23/2022 08:02 AKST,101794.79,-17.2,82.89,,101989.07
02/23/2022 08:05 AKST,101794.79,-17,84.36,,101987.67
02/23/2022 08:10 AKST,101794.79,-17,84.36,,101987.67
02/23/2022 08:13 AKST,101794.79,-16.7,82.96,,101985.58
02/23/2022 08:15 AKST,101828.66,-17,84.36,,102021.6
02/23/2022 08:20 AKST,101794.79,-15,77.75,,101973.81
02/23/2022 08:25 AKST,101794.79,-16,77.57,,101980.71
02/23/2022 08:30 AKST,101794.79,-15,77.75,,101973.81
02/23/2022 08:31 AKST,101794.79,-14.4,79.18,,101969.69
02/23/2022 08:35 AKST,101794.79,-14,77.92,,101966.96
02/23/2022 08:37 AKST,101794.79,-15,84.62,,101973.81
02/23/2022 08:40 AKST,101794.79,-15,84.62,,101973.81
02/23/2022 08:45 AKST,101794.79,-16,91.95,,101980.71
02/23/2022 08:46 AKST,101794.79,-15.6,91.95,,101977.94
02/23/2022 08:50 AKST,101794.79,-16,84.49,,101980.71
02/23/2022 08:53 AKST,101760.93,-15.6,84.49,101890,101944.02
02/23/2022 08:55 AKST,101760.93,-16,84.49,,101946.78
02/23/2022 09:00 AKST,101760.93,-15,77.75,,101939.88
02/23/2022 09:05 AKST,101760.93,-16,84.49,,101946.78
02/23/2022 09:10 AKST,101760.93,-16,84.49,,101946.78
02/23/2022 09:15 AKST,101760.93,-16,91.95,,101946.78
02/23/2022 09:20 AKST,101760.93,-16,91.95,,101946.78
02/23/2022 09:25 AKST,101760.93,-14,77.92,,101933.03
02/23/2022 09:30 AKST,101727.06,-14,77.92,,101899.12
02/23/2022 09:35 AKST,101760.93,-16,91.95,,101946.78
02/23/2022 09:40 AKST,101760.93,-16,84.49,,101946.78
02/23/2022 09:45 AKST,101727.06,-15,84.62,,101905.96
02/23/2022 09:50 AKST,101727.06,-16,91.95,,101912.86
02/23/2022 09:53 AKST,101727.06,-15.6,91.95,101840,101910.1
02/23/2022 09:55 AKST,101727.06,-16,84.49,,101912.86
02/23/2022 10:00 AKST,101693.2,-15,84.62,,101872.04
02/23/2022 10:05 AKST,101727.06,-15,84.62,,101905.96
02/23/2022 10:10 AKST,101727.06,-15,84.62,,101905.96
02/23/2022 10:15 AKST,101693.2,-15,84.62,,101872.04
02/23/2022 10:20 AKST,101693.2,-14,84.74,,101865.19
02/23/2022 10:25 AKST,101659.34,-14,92.09,,101831.27
02/23/2022 10:30 AKST,101659.34,-15,92.02,,101838.11
02/23/2022 10:35 AKST,101659.34,-14,77.92,,101831.27
02/23/2022 10:40 AKST,101659.34,-14,84.74,,101831.27
02/23/2022 10:45 AKST,101659.34,-13,84.87,,101824.48
02/23/2022 10:50 AKST,101659.34,-13,84.87,,101824.48
02/23/2022 10:53 AKST,101659.34,-12.8,84.87,101770,101823.13
02/23/2022 10:55 AKST,101659.34,-12,84.99,,101817.74
02/23/2022 11:00 AKST,101659.34,-12,92.22,,101817.74
02/23/2022 11:05 AKST,101659.34,-12,84.99,,101817.74
02/23/2022 11:10 AKST,101659.34,-12,84.99,,101817.74
02/23/2022 11:15 AKST,101625.47,-12,92.22,,101783.82
02/23/2022 11:20 AKST,101625.47,-13,92.16,,101790.56
02/23/2022 11:25 AKST,101625.47,-12,92.22,,101783.82
02/23/2022 11:30 AKST,101625.47,-12,92.22,,101783.82
02/23/2022 11:35 AKST,101625.47,-10,85.24,,101770.51
02/23/2022 11:40 AKST,101625.47,-10,85.24,,101770.51
02/23/2022 11:45 AKST,101625.47,-9,78.77,,101763.93
02/23/2022 11:50 AKST,101625.47,-9,85.36,,101763.93
02/23/2022 11:53 AKST,101591.61,-9.4,85.36,101710,101732.65
02/23/2022 11:55 AKST,101591.61,-9,85.36,,101730.03
02/23/2022 12:00 AKST,101591.61,-9,85.36,,101730.03
02/23/2022 12:05 AKST,101591.61,-8,85.47,,101723.5
02/23/2022 12:10 AKST,101591.61,-9,85.36,,101730.03
02/23/2022 12:15 AKST,101591.61,-9,78.77,,101730.03
02/23/2022 12:20 AKST,101591.61,-9,78.77,,101730.03
02/23/2022 12:25 AKST,101591.61,-9,85.36,,101730.03
02/23/2022 12:30 AKST,101591.61,-8,78.94,,101723.5
02/23/2022 12:35 AKST,101557.75,-8,78.94,,101689.59
02/23/2022 12:40 AKST,101557.75,-8,85.47,,101689.59
02/23/2022 12:45 AKST,101557.75,-7,79.1,,101683.11
02/23/2022 12:50 AKST,101557.75,-7,79.1,,101683.11
02/23/2022 12:53 AKST,101557.75,-7.2,85.59,101650,101684.4
02/23/2022 12:55 AKST,101557.75,-7,85.59,,101683.11
02/23/2022 13:00 AKST,101523.88,-7,85.59,,101649.2
02/23/2022 13:05 AKST,101523.88,-7,85.59,,101649.2
02/23/2022 13:10 AKST,101523.88,-7,85.59,,101649.2
02/23/2022 13:15 AKST,101523.88,-6,85.71,,101642.77
02/23/2022 13:20 AKST,101523.88,-7,85.59,,101649.2
02/23/2022 13:25 AKST,101490.02,-6,85.71,,101608.88
02/23/2022 13:30 AKST,101490.02,-6,85.71,,101608.88
02/23/2022 13:35 AKST,101490.02,-6,85.71,,101608.88
02/23/2022 13:40 AKST,101490.02,-6,85.71,,101608.88
02/23/2022 13:45 AKST,101490.02,-6,85.71,,101608.88
02/23/2022 13:50 AKST,101490.02,-6,85.71,,101608.88
02/23/2022 13:53 AKST,101490.02,-6.1,79.26,101590,101609.52
02/23/2022 13:55 AKST,101490.02,-6,79.26,,101608.88
02/23/2022 14:00 AKST,101490.02,-7,85.59,,101615.3
02/23/2022 14:05 AKST,101490.02,-7,85.59,,101615.3
02/23/2022 14:10 AKST,101490.02,-7,85.59,,101615.3
02/23/2022 14:15 AKST,101456.16,-7,92.55,,101581.39
02/23/2022 14:20 AKST,101456.16,-7,85.59,,101581.39
02/23/2022 14:25 AKST,101456.16,-7,85.59,,101581.39
02/23/2022 14:30 AKST,101456.16,-6,79.26,,101574.97
02/23/2022 14:35 AKST,101456.16,-6,79.26,,101574.97
02/23/2022 14:40 AKST,101422.29,-7,85.59,,101547.48
02/23/2022 14:45 AKST,101422.29,-6,85.71,,101541.06
02/23/2022 14:50 AKST,101422.29,-7,85.59,,101547.48
02/23/2022 14:53 AKST,101388.43,-7.2,79.1,101510,101514.88
02/23/2022 14:55 AKST,101422.29,-7,79.1,,101547.49
02/23/2022 15:00 AKST,101388.43,-6,79.26,,101507.17
02/23/2022 15:05 AKST,101388.43,-6,79.26,,101507.17
02/23/2022 15:10 AKST,101388.43,-6,85.71,,101507.17
02/23/2022 15:15 AKST,101388.43,-6,85.71,,101507.17
02/23/2022 15:20 AKST,101388.43,-6,85.71,,101507.17
02/23/2022 15:25 AKST,101388.43,-6,85.71,,101507.17
02/23/2022 15:30 AKST,101388.43,-6,79.26,,101507.17
02/23/2022 15:35 AKST,101388.43,-6,79.26,,101507.17
02/23/2022 15:40 AKST,101354.56,-6,85.71,,101473.26
02/23/2022 15:45 AKST,101354.56,-6,85.71,,101473.26
02/23/2022 15:50 AKST,101354.56,-5,79.42,,101466.89
02/23/2022 15:53 AKST,101354.56,-5.6,85.71,101470,101470.71
02/23/2022 15:55 AKST,101354.56,-6,85.71,,101473.26
02/23/2022 16:00 AKST,101354.56,-6,79.26,,101473.26
02/23/2022 16:05 AKST,101354.56,-7,85.59,,101479.68
02/23/2022 16:10 AKST,101354.56,-7,85.59,,101479.68
02/23/2022 16:15 AKST,101354.56,-8,85.47,,101486.14
02/23/2022 16:20 AKST,101354.56,-6,79.26,,101473.26
02/23/2022 16:25 AKST,101354.56,-7,85.59,,101479.68
02/23/2022 16:30 AKST,101354.56,-7,92.55,,101479.67
02/23/2022 16:35 AKST,101320.7,-7,79.1,,101445.77
02/23/2022 16:40 AKST,101320.7,-6,85.71,,101439.35
02/23/2022 16:45 AKST,101320.7,-6,85.71,,101439.35
02/23/2022 16:50 AKST,101320.7,-6,85.71,,101439.35
02/23/2022 16:53 AKST,101320.7,-5,79.42,101440,101432.99
02/23/2022 16:55 AKST,101320.7,-6,85.71,,101439.35
02/23/2022 17:00 AKST,101320.7,-7,79.1,,101445.77
02/23/2022 17:05 AKST,101320.7,-5,79.42,,101432.99
02/23/2022 17:10 AKST,101286.84,-6,85.71,,101405.45
02/23/2022 17:15 AKST,101286.84,-8,85.47,,101418.32
02/23/2022 17:20 AKST,101286.84,-9,85.36,,101424.83
02/23/2022 17:25 AKST,101286.84,-9,85.36,,101424.83
02/23/2022 17:30 AKST,101286.84,-9,85.36,,101424.83
02/23/2022 17:35 AKST,101286.84,-10,85.24,,101431.39
02/23/2022 17:40 AKST,101286.84,-10,85.24,,101431.39
02/23/2022 17:45 AKST,101286.84,-9,78.77,,101424.83
02/23/2022 17:50 AKST,101286.84,-9,78.77,,101424.83
02/23/2022 17:53 AKST,101286.84,-8.9,78.77,101420,101424.18
02/23/2022 17:55 AKST,101286.84,-9,78.77,,101424.83
02/23/2022 18:00 AKST,101286.84,-9,85.36,,101424.83
02/23/2022 18:05 AKST,101286.84,-12,100,,101444.66
02/23/2022 18:10 AKST,101286.84,-11,85.11,,101438
02/23/2022 18:15 AKST,101286.84,-11,85.11,,101438
02/23/2022 18:20 AKST,101286.84,-12,84.99,,101444.66
02/23/2022 18:25 AKST,101320.7,-12,84.99,,101478.58
02/23/2022 18:30 AKST,101286.84,-12,84.99,,101444.66
02/23/2022 18:35 AKST,101286.84,-13,92.16,,101451.37
02/23/2022 18:40 AKST,101286.84,-11,78.44,,101438
02/23/2022 18:45 AKST,101320.7,-11,78.44,,101471.92
02/23/2022 18:50 AKST,101320.7,-11,85.11,,101471.92
02/23/2022 18:53 AKST,101320.7,-11.7,92.22,101440,101476.57
02/23/2022 18:55 AKST,101320.7,-12,92.22,,101478.58
02/23/2022 19:00 AKST,101320.7,-12,84.99,,101478.58
02/23/2022 19:05 AKST,101320.7,-13,92.16,,101485.29
02/23/2022 19:10 AKST,101320.7,-13,84.87,,101485.29
02/23/2022 19:15 AKST,101320.7,-13,84.87,,101485.29
02/23/2022 19:20 AKST,101320.7,-13,84.87,,101485.29
02/23/2022 19:25 AKST,101286.84,-12,84.99,,101444.66
02/23/2022 19:30 AKST,101320.7,-12,84.99,,101478.58
02/23/2022 19:35 AKST,101286.84,-12,84.99,,101444.66
02/23/2022 19:40 AKST,101286.84,-11,85.11,,101438
02/23/2022 19:45 AKST,101286.84,-11,85.11,,101438
02/23/2022 19:50 AKST,101286.84,-11,85.11,,101438
02/23/2022 19:53 AKST,101286.84,-10,78.61,101410,101431.39
02/23/2022 19:55 AKST,101286.84,-9,78.77,,101424.83
02/23/2022 20:00 AKST,101286.84,-8,78.94,,101418.32
02/23/2022 20:05 AKST,101286.84,-8,78.94,,101418.32
02/23/2022 20:10 AKST,101286.84,-8,78.94,,101418.32
02/23/2022 20:15 AKST,101286.84,-8,78.94,,101418.32
02/23/2022 20:20 AKST,101286.84,-8,78.94,,101418.32
02/23/2022 20:25 AKST,101286.84,-8,78.94,,101418.32
02/23/2022 20:30 AKST,101286.84,-8,85.47,,101418.32
02/23/2022 20:35 AKST,101286.84,-7,85.59,,101411.86
02/23/2022 20:40 AKST,101286.84,-7,85.59,,101411.86
02/23/2022 20:45 AKST,101286.84,-7,85.59,,101411.86
02/23/2022 20:50 AKST,101286.84,-7,85.59,,101411.86
02/23/2022 20:53 AKST,101286.84,-7.2,79.1,101400,101413.15
02/23/2022 20:55 AKST,101286.84,-7,79.1,,101411.86
02/23/2022 21:00 AKST,101286.84,-7,79.1,,101411.86
02/23/2022 21:05 AKST,101286.84,-7,79.1,,101411.86
02/23/2022 21:10 AKST,101286.84,-7,79.1,,101411.86
02/23/2022 21:15 AKST,101286.84,-7,79.1,,101411.86
02/23/2022 21:20 AKST,101286.84,-7,79.1,,101411.86
02/23/2022 21:25 AKST,101252.97,-7,85.59,,101377.96
02/23/2022 21:30 AKST,101252.97,-7,85.59,,101377.96
02/23/2022 21:35 AKST,101252.97,-7,85.59,,101377.96
02/23/2022 21:40 AKST,101286.84,-6,79.26,,101405.45
02/23/2022 21:45 AKST,101286.84,-7,85.59,,101411.86
02/23/2022 21:50 AKST,101286.84,-7,85.59,,101411.86
02/23/2022 21:53 AKST,101286.84,-6.7,85.59,101400,101409.93
02/23/2022 21:55 AKST,101252.97,-7,85.59,,101377.96
02/23/2022 22:00 AKST,101286.84,-7,85.59,,101411.86
02/23/2022 22:05 AKST,101286.84,-7,85.59,,101411.86
02/23/2022 22:10 AKST,101286.84,-7,85.59,,101411.86
02/23/2022 22:15 AKST,101286.84,-6,79.26,,101405.45
02/23/2022 22:20 AKST,101286.84,-7,85.59,,101411.86
02/23/2022 22:25 AKST,101286.84,-7,85.59,,101411.86
02/23/2022 22:30 AKST,101286.84,-7,85.59,,101411.86
02/23/2022 22:35 AKST,101286.84,-7,85.59,,101411.86
02/23/2022 22:40 AKST,101286.84,-7,85.59,,101411.86
02/23/2022 22:45 AKST,101286.84,-7,85.59,,101411.86
02/23/2022 22:50 AKST,101286.84,-7,85.59,,101411.86
02/23/2022 22:53 AKST,101286.84,-7.2,79.1,101400,101413.15
02/23/2022 22:55 AKST,101286.84,-7,79.1,,101411.86
02/23/2022 23:00 AKST,101286.84,-8,85.47,,101418.32
02/23/2022 23:05 AKST,101286.84,-7,85.59,,101411.86
02/23/2022 23:10 AKST,101252.97,-7,85.59,,101377.96
02/23/2022 23:15 AKST,101286.84,-7,85.59,,101411.86
02/23/2022 23:20 AKST,101286.84,-7,85.59,,101411.86
02/23/2022 23:25 AKST,101252.97,-7,85.59,,101377.96
02/23/2022 23:30 AKST,101252.97,-6,79.26,,101371.55
02/23/2022 23:35 AKST,101252.97,-7,85.59,,101377.96
02/23/2022 23:40 AKST,101252.97,-7,85.59,,101377.96
02/23/2022 23:45 AKST,101252.97,-7,85.59,,101377.96
02/23/2022 23:50 AKST,101252.97,-7,85.59,,101377.96
02/23/2022 23:53 AKST,101252.97,-6.7,85.59,101370,101376.03
02/23/2022 23:55 AKST,101252.97,-7,85.59,,101377.96
02/24/2022 00:00 AKST,101252.97,-7,85.59,,101377.96
02/24/2022 00:05 AKST,101252.97,-7,85.59,,101377.96
02/24/2022 00:10 AKST,101252.97,-7,85.59,,101377.96
02/24/2022 00:15 AKST,101252.97,-7,85.59,,101377.96
02/24/2022 00:20 AKST,101252.97,-7,85.59,,101377.96
02/24/2022 00:25 AKST,101252.97,-6,79.26,,101371.55
02/24/2022 00:30 AKST,101252.97,-7,85.59,,101377.96
02/24/2022 00:35 AKST,101252.97,-7,85.59,,101377.96
02/24/2022 00:40 AKST,101252.97,-7,85.59,,101377.96
02/24/2022 00:45 AKST,101252.97,-7,85.59,,101377.96
02/24/2022 00:50 AKST,101252.97,-7,85.59,,101377.96
02/24/2022 00:53 AKST,101252.97,-6.7,85.59,101350,101376.03
02/24/2022 00:55 AKST,101252.97,-7,85.59,,101377.96
02/24/2022 01:00 AKST,101252.97,-7,85.59,,101377.96
02/24/2022 01:05 AKST,101252.97,-7,85.59,,101377.96
02/24/2022 01:10 AKST,101252.97,-7,85.59,,101377.96
02/24/2022 01:15 AKST,101252.97,-7,85.59,,101377.96
02/24/2022 01:20 AKST,101252.97,-7,85.59,,101377.96
02/24/2022 01:25 AKST,101252.97,-8,85.47,,101384.42
02/24/2022 01:30 AKST,101252.97,-8,85.47,,101384.42
02/24/2022 01:35 AKST,101252.97,-8,78.94,,101384.42
02/24/2022 01:40 AKST,101252.97,-9,85.36,,101390.93
02/24/2022 01:45 AKST,101219.11,-9,85.36,,101357.01
02/24/2022 01:50 AKST,101219.11,-9,85.36,,101357.01
02/24/2022 01:53 AKST,101219.11,-8.9,85.36,101330,101356.36
02/24/2022 01:55 AKST,101219.11,-9,85.36,,101357.01
02/24/2022 02:00 AKST,101219.11,-9,85.36,,101357.01
02/24/2022 02:05 AKST,101219.11,-10,85.24,,101363.57
02/24/2022 02:10 AKST,101219.11,-10,85.24,,101363.57
02/24/2022 02:15 AKST,101219.11,-11,85.11,,101370.17
02/24/2022 02:20 AKST,101219.11,-11,85.11,,101370.17
02/24/2022 02:25 AKST,101219.11,-11,85.11,,101370.17
02/24/2022 02:30 AKST,101219.11,-11,85.11,,101370.17
02/24/2022 02:35 AKST,101219.11,-12,84.99,,101376.83
02/24/2022 02:40 AKST,101185.24,-11,78.44,,101336.26
02/24/2022 02:41 AKST,101185.24,-11.1,78.44,,101336.92
02/24/2022 02:45 AKST,101185.24,-12,84.99,,101342.91
02/24/2022 02:50 AKST,101185.24,-12,84.99,,101342.91
02/24/2022 02:53 AKST,101185.24,-11.7,84.99,101300,101340.91
02/24/2022 02:55 AKST,101185.24,-12,84.99,,101342.91
02/24/2022 03:00 AKST,101185.24,-13,84.87,,101349.62
02/24/2022 03:05 AKST,101185.24,-13,84.87,,101349.62
02/24/2022 03:10 AKST,101151.38,-12,78.27,,101309
02/24/2022 03:15 AKST,101185.24,-13,84.87,,101349.62
02/24/2022 03:20 AKST,101151.38,-13,78.1,,101315.71
02/24/2022 03:25 AKST,101185.24,-13,78.1,,101349.62
02/24/2022 03:30 AKST,101185.24,-13,78.1,,101349.62
02/24/2022 03:35 AKST,101185.24,-13,84.87,,101349.62
02/24/2022 03:40 AKST,101151.38,-13,78.1,,101315.71
02/24/2022 03:45 AKST,101151.38,-13,84.87,,101315.7
02/24/2022 03:50 AKST,101151.38,-13,84.87,,101315.7
02/24/2022 03:53 AKST,101151.38,-13.3,84.87,101280,101317.72
02/24/2022 03:55 AKST,101185.24,-13,78.1,,101349.62
02/24/2022 04:00 AKST,101151.38,-13,78.1,,101315.71
02/24/2022 04:05 AKST,101151.38,-13,78.1,,101315.71
02/24/2022 04:10 AKST,101151.38,-12,78.27,,101309
02/24/2022 04:15 AKST,101151.38,-13,84.87,,101315.7
02/24/2022 04:20 AKST,101151.38,-13,84.87,,101315.7
02/24/2022 04:25 AKST,101151.38,-14,84.74,,101322.46
02/24/2022 04:30 AKST,101151.38,-14,77.92,,101322.46
02/24/2022 04:35 AKST,101151.38,-14,84.74,,101322.46
02/24/2022 04:40 AKST,101117.52,-13,78.1,,101281.78
02/24/2022 04:45 AKST,101117.52,-14,84.74,,101288.53
02/24/2022 04:50 AKST,101117.52,-14,84.74,,101288.53
02/24/2022 04:53 AKST,101117.52,-13.3,78.1,101240,101283.8
02/24/2022 04:55 AKST,101117.52,-13,78.1,,101281.78
02/24/2022 05:00 AKST,101117.52,-14,84.74,,101288.53
02/24/2022 05:05 AKST,101117.52,-14,84.74,,101288.53
02/24/2022 05:10 AKST,101117.52,-13,78.1,,101281.78
02/24/2022 05:15 AKST,101117.52,-13,78.1,,101281.78
02/24/2022 05:20 AKST,101117.52,-14,77.92,,101288.54
02/24/2022 05:25 AKST,101117.52,-14,84.74,,101288.53
02/24/2022 05:30 AKST,101117.52,-13,78.1,,101281.78
02/24/2022 05:35 AKST,101117.52,-13,78.1,,101281.78
02/24/2022 05:40 AKST,101117.52,-13,78.1,,101281.78
02/24/2022 05:45 AKST,101117.52,-13,78.1,,101281.78
02/24/2022 05:50 AKST,101083.65,-13,78.1,,101247.86
02/24/2022 05:53 AKST,101083.65,-13.3,78.1,101230,101249.88
02/24/2022 05:55 AKST,101117.52,-13,78.1,,101281.78
02/24/2022 06:00 AKST,101083.65,-13,84.87,,101247.86
02/24/2022 06:05 AKST,101083.65,-13,78.1,,101247.86
02/24/2022 06:10 AKST,101083.65,-13,78.1,,101247.86
02/24/2022 06:15 AKST,101083.65,-13,78.1,,101247.86
02/24/2022 06:20 AKST,101083.65,-12,78.27,,101241.16
02/24/2022 06:25 AKST,101083.65,-12,84.99,,101241.16
02/24/2022 06:30 AKST,101083.65,-12,78.27,,101241.16
02/24/2022 06:35 AKST,101049.79,-12,78.27,,101207.24
02/24/2022 06:40 AKST,101083.65,-12,78.27,,101241.16
02/24/2022 06:45 AKST,101083.65,-12,78.27,,101241.16
02/24/2022 06:50 AKST,101083.65,-12,78.27,,101241.16
02/24/2022 06:53 AKST,101083.65,-12.2,78.27,101200,101242.5
02/24/2022 06:55 AKST,101083.65,-12,78.27,,101241.16
02/24/2022 07:00 AKST,101083.65,-12,78.27,,101241.16
02/24/2022 07:05 AKST,101083.65,-12,84.99,,101241.16
02/24/2022 07:10 AKST,101083.65,-12,84.99,,101241.16
02/24/2022 07:15 AKST,101083.65,-11,78.44,,101234.52
02/24/2022 07:20 AKST,101049.79,-11,78.44,,101200.6
02/24/2022 07:25 AKST,101049.79,-11,85.11,,101200.6
02/24/2022 07:30 AKST,101049.79,-11,85.11,,101200.6
02/24/2022 07:35 AKST,101049.79,-11,85.11,,101200.6
02/24/2022 07:40 AKST,101049.79,-11,78.44,,101200.6
02/24/2022 07:45 AKST,101049.79,-11,78.44,,101200.6
02/24/2022 07:50 AKST,101015.92,-11,78.44,,101166.69
02/24/2022 07:53 AKST,101015.92,-11.7,84.99,101140,101171.33
02/24/2022 07:55 AKST,101015.92,-12,84.99,,101173.33
02/24/2022 08:00 AKST,101015.92,-11,78.44,,101166.69
02/24/2022 08:05 AKST,101015.92,-11,78.44,,101166.69
02/24/2022 08:10 AKST,101015.92,-11,78.44,,101166.69
